nonaccredited_cnt,investment_cnt,accredited_sum,facility_cnt,meal_cnt,research_rank,nonaccredited_rank,speaking_sum,education_cnt,honoraria_cnt,grant_rank,consulting_rank,grant_sum,honoraria_rank,investment_rank,general_rank,meal_rank,royalty_rank,travel_sum,grant_cnt,royalty_cnt,investment_sum,honoraria_sum,id,facility_sum,entertainment_rank,entertainment_sum,gift_cnt,travel_cnt,drugname,charitable_sum,accredited_cnt,desc,speaking_rank,research_sum,travel_rank,charitable_cnt,categories,meal_sum,speaking_cnt,gift_sum,accredited_rank,royalty_sum,general_cnt,class,consulting_cnt,education_rank,research_cnt,total_sum,nonaccredited_sum,total_count,education_sum,companies,gift_rank,entertainment_cnt,url,general_sum,consulting_sum,charitable_rank,facility_rank
,,,,12,,,,,,,,,,,1113,861,,,,,,,7154,,,,,,INFANRIX,,,,,,,,{},207,,,,,12,Vaccine,,,,207,,12,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009979/?report=details,207,,,
,,,,4,,,,,,,,,,,1114,862,,,,,,,8344,,,,,,PLIAGLIS,,,Numbs a small area of skin to reduce pain when the skin has to be cut during a minor procedure.,,,,,{},206,,,,,4,Anesthetic Combination,,,,206,,4,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010947/?report=details,206,,,
,,,,4,,,,,,,,,,,1114,862,,,,,,,8344,,,,,,PLIAGLIS,,,Numbs a small area of skin to reduce pain when the skin has to be cut during a minor procedure.,,,,,{},206,,,,,4,Dermatological Agent,,,,206,,4,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010947/?report=details,206,,,
,,,,3,,,,,,,,,,,1129,891,,,,,,,9301,,,,,,TEKTURNA HCT,,,Treats high blood pressure. This medicine contains a thiazide diuretic (water pill).,,,,,{},149,,,,,3,Antihypertensive,,,,149,,3,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0008880/?report=details,149,,,
,,,,,,,,,,,,,,,1130,,,,,,,,9930,,,,,,ZYMAXID,148,,"Treats conjunctivitis (""pink eye"") caused by certain kinds of bacteria. This medicine is a fluoroquinolone antibiotic.",,,,1,{},,,,,,1,Antibiotic,,,,148,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010453/?report=details,148,,17,
,,,,11,,,,,,,,,,,1132,894,,,,,,,6043,,,,,,COSOPT PF,,,Treats increased eye pressure caused by glaucoma or hypertension of the eye. This medicine contains a beta-blocker and a sulfa drug.,,,,,{},146,,,,,11,Antiglaucoma,,,,146,,11,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010024/?report=details,146,,,
,,,,11,,,,,,,,,,,1132,894,,,,,,,6043,,,,,,COSOPT PF,,,Treats increased eye pressure caused by glaucoma or hypertension of the eye. This medicine contains a beta-blocker and a sulfa drug.,,,,,{},146,,,,,11,Beta-Adrenergic Blocker/Carbonic Anhydrase Inhibitor Combination,,,,146,,11,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010024/?report=details,146,,,
,,,,5,,,,,,,,,,,1135,897,,,,,,,7002,,,,,,HIBICLENS,,,"Cleans your skin after an injury, before surgery, or before an injection.",,,,,{},136,,,,,5,Antibacterial,,,,136,,5,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009564/?report=details,136,,,
,,,,5,,,,,,,,,,,1135,897,,,,,,,7002,,,,,,HIBICLENS,,,"Cleans your skin after an injury, before surgery, or before an injection.",,,,,{},136,,,,,5,Antibacterial Cleansing Agent,,,,136,,5,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009564/?report=details,136,,,
,,,,5,,,,,,,,,,,1135,897,,,,,,,7002,,,,,,HIBICLENS,,,"Cleans your skin after an injury, before surgery, or before an injection.",,,,,{},136,,,,,5,Wound Care Agent,,,,136,,5,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009564/?report=details,136,,,
,,,,7,,,,,,,,,,,1136,898,,,,,,,8640,,,,,,RENOVA,,,Treats acne and other skin conditions. Renova® may reduce the appearance of fine wrinkles and rough skin.,,,,,{},136,,,,,7,Antiacne,,,,136,,7,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012511/?report=details,136,,,
,,,,7,,,,,,,,,,,1136,898,,,,,,,8640,,,,,,RENOVA,,,Treats acne and other skin conditions. Renova® may reduce the appearance of fine wrinkles and rough skin.,,,,,{},136,,,,,7,Dermatological Agent,,,,136,,7,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012511/?report=details,136,,,
,,,,1,,,,,,,,,,,1138,903,,,,,,,5827,,,,,,CAVERJECT,,,,,,,,{},127,,,,,1,Endocrine-Metabolic Agent,,,,127,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0008898/?report=details,127,,,
,,,,1,,,,,,,,,,,1138,903,,,,,,,5827,,,,,,CAVERJECT,,,,,,,,{},127,,,,,1,Erectile Dysfunction Agent,,,,127,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0008898/?report=details,127,,,
,,,,1,,,,,,,,,,,1138,903,,,,,,,5827,,,,,,CAVERJECT,,,,,,,,{},127,,,,,1,Prostaglandin,,,,127,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0008898/?report=details,127,,,
,,,,14,,,,,,,,,,,1139,904,,,,,,,6833,,,,,,GEMZAR,,,"Used alone or in combination with other medicines to treat breast cancer, ovarian cancer, non-small cell lung cancer, and cancer of the pancreas.",,,,,{},126,,,,,14,Antineoplastic Agent,,,,126,,14,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010455/?report=details,126,,,
,,,,7,,,,,,,,,,,1144,908,,,,,,,7375,,,,,,KINRIX,,,"Protects against infections caused by diphtheria, tetanus (lockjaw), pertussis (whooping cough), and polio.",,,,,{},120,,,,,7,Vaccine,,,,120,,7,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009985/?report=details,120,,,
,,,,1,,,,1,,,,,,,1149,1032,,,,,,,8516,,,,,,PROZAC,,,"Treats depression, obsessive-compulsive disorder (OCD), bulimia nervosa, and panic disorder. This medicine is an SSRI.",,,,,{},14,,,,,2,Antidepressant,,317,,114,,2,99,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010346/?report=details,114,,,
,,,,1,,,,1,,,,,,,1149,1032,,,,,,,8516,,,,,,PROZAC,,,"Treats depression, obsessive-compulsive disorder (OCD), bulimia nervosa, and panic disorder. This medicine is an SSRI.",,,,,{},14,,,,,2,Central Nervous System Agent,,317,,114,,2,99,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010346/?report=details,114,,,
,,,,7,,,,,,,,,,,1150,913,,,,,,,5349,,,,,,APIDRA SOLOSTAR,,,Treats diabetes.,,,,,{},112,,,,,7,Antidiabetic,,,,112,,7,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010732/?report=details,112,,,
,,,,8,,,,,,,,,,,1151,916,,,,,,,5249,,,,,,ALOCRIL,,,Treats itchy eyes caused by allergies.,,,,,{},109,,,,,8,Ophthalmologic Agent,,,,109,,8,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011362/?report=details,109,,,
,,,,2,,,,,,,,,,,1152,917,,,,,,,5120,,,,,,ACCUNEB,,,Treats or prevents bronchospasm.,,,,,{},108,,,,,2,Bronchodilator,,,,108,,2,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0008848/?report=details,108,,,
,,,,4,,,,1,,,,,,,1155,959,,,,,,,9518,,,,,,TWINRIX,,,Prevents infection caused by hepatitis A and hepatitis B viruses.,,,,,{},67,,,,,5,Vaccine,,375,,103,,5,36,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010552/?report=details,103,,,
,,,,4,,,,,,,,,,,1158,923,,,,,,,9558,,,,,,ULTRAVIST,,,"Used in certain medical procedures to help your doctor see images of your brain, heart, blood vessels, and other parts of your body. This medicine is an iodinated contrast agent.",,,,,{},101,,,,,4,Radiological Non-Ionic Contrast Media,,,,101,,4,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014338/?report=details,101,,,
,,,,6,,,,,,,,,,,1160,924,,,,,,,5426,,,,,,ATACAND,,,Treats high blood pressure and heart failure. A lower blood pressure can reduce the risk of stroke and heart attack. This medicine is an angiotensin receptor blocker (ARB).,,,,,{},100,,,,,6,Antihypertensive,,,,100,,6,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009422/?report=details,100,,,
,,,,6,,,,,,,,,,,1160,924,,,,,,,5426,,,,,,ATACAND,,,Treats high blood pressure and heart failure. A lower blood pressure can reduce the risk of stroke and heart attack. This medicine is an angiotensin receptor blocker (ARB).,,,,,{},100,,,,,6,Cardiovascular Agent,,,,100,,6,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009422/?report=details,100,,,
,,,,6,,,,,,,,,,,1160,924,,,,,,,5426,,,,,,ATACAND,,,Treats high blood pressure and heart failure. A lower blood pressure can reduce the risk of stroke and heart attack. This medicine is an angiotensin receptor blocker (ARB).,,,,,{},100,,,,,6,Renal Protective Agent,,,,100,,6,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009422/?report=details,100,,,
,,,,5,,,,,,,,,,,1161,925,,,,,,,6652,,,,,,FAMVIR,,,"Treats herpes virus infections, including shingles (herpes zoster), cold sores (herpes labialis), and genital herpes (herpes simplex). This medicine will not cure herpes, but may prevent a breakout of herpes sores or blisters.",,,,,{},98,,,,,5,Antiviral,,,,98,,5,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010260/?report=details,98,,,
,,,,,,,,7,,,,,,,1163,,,,,,,,5770,,,,,,CARAFATE,,,Treats ulcers.,,,,,{},,,,,,7,Antiulcer,,325,,91,,7,91,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012227/?report=details,91,,,
,,,,,,,,7,,,,,,,1163,,,,,,,,5770,,,,,,CARAFATE,,,Treats ulcers.,,,,,{},,,,,,7,Protectant,,325,,91,,7,91,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012227/?report=details,91,,,
,,,,1,,,,,,,,,,,1166,939,,,,,,,7193,,,,,,INOMAX,,,Treats breathing problems in premature babies.,,,,,{},83,,,,,1,Stimulant,,,,83,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011425/?report=details,83,,,
,,,,1,,,,,,,,,,,1166,939,,,,,,,7193,,,,,,INOMAX,,,Treats breathing problems in premature babies.,,,,,{},83,,,,,1,Respiratory,,,,83,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011425/?report=details,83,,,
,,,,4,,,,,,,,,,,1167,940,,,,,,,9761,,,,,,VOLTAREN,,,Treats pain. Also treats migraines. This medicine is an NSAID.,,,,,{},82,,,,,4,Analgesic,,,,82,,4,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009918/?report=details,82,,,
,,,,4,,,,,,,,,,,1167,940,,,,,,,9761,,,,,,VOLTAREN,,,Treats pain. Also treats migraines. This medicine is an NSAID.,,,,,{},82,,,,,4,Anti-Inflammatory,,,,82,,4,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009918/?report=details,82,,,
,,,,4,,,,,,,,,,,1167,940,,,,,,,9761,,,,,,VOLTAREN,,,Treats pain. Also treats migraines. This medicine is an NSAID.,,,,,{},82,,,,,4,Antimigraine,,,,82,,4,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009918/?report=details,82,,,
,,,,4,,,,,,,,,,,1167,940,,,,,,,9761,,,,,,VOLTAREN,,,Treats pain. Also treats migraines. This medicine is an NSAID.,,,,,{},82,,,,,4,Antirheumatic,,,,82,,4,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009918/?report=details,82,,,
,,,,4,,,,,,,,,,,1167,940,,,,,,,9761,,,,,,VOLTAREN,,,Treats pain. Also treats migraines. This medicine is an NSAID.,,,,,{},82,,,,,4,Central Nervous System Agent,,,,82,,4,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009918/?report=details,82,,,
,,,,4,,,,,,,,,,,1167,940,,,,,,,9761,,,,,,VOLTAREN,,,Treats pain. Also treats migraines. This medicine is an NSAID.,,,,,{},82,,,,,4,Musculoskeletal Agent,,,,82,,4,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009918/?report=details,82,,,
,,,,4,,,,,,,,,,,1167,940,,,,,,,9761,,,,,,VOLTAREN,,,Treats pain. Also treats migraines. This medicine is an NSAID.,,,,,{},82,,,,,4,Ophthalmologic Agent,,,,82,,4,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009918/?report=details,82,,,
,,,,3,,,,1,,,,,,,1168,986,,,,,,,5872,,,,,,CERVARIX,,,"Prevents cancer and abnormal or precancerous diseases of the cervix caused by 2 specific types of human papillomavirus (HPV), in girls and women 10 to 25 years of age.",,,,,{},44,,,,,4,Vaccine,,372,,81,,4,36,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010567/?report=details,81,,,
,,,,6,,,,,,,,,,,1169,941,,,,,,,5974,,,,,,COLACE,,,,,,,,{},80,,,,,6,Laxative,,,,80,,6,,{},,,,80,,,
,,,,6,,,,,,,,,,,1169,941,,,,,,,5974,,,,,,COLACE,,,,,,,,{},80,,,,,6,Stimulant,,,,80,,6,,{},,,,80,,,
,,,,6,,,,,,,,,,,1169,941,,,,,,,5974,,,,,,COLACE,,,,,,,,{},80,,,,,6,Laxative,,,,80,,6,,{},,,,80,,,
,,,,6,,,,,,,,,,,1169,941,,,,,,,5974,,,,,,COLACE,,,,,,,,{},80,,,,,6,Stimulant Combination,,,,80,,6,,{},,,,80,,,
,,,,6,,,,,,,,,,,1169,941,,,,,,,5974,,,,,,COLACE,,,,,,,,{},80,,,,,6,Laxative,,,,80,,6,,{},,,,80,,,
,,,,6,,,,,,,,,,,1169,941,,,,,,,5974,,,,,,COLACE,,,,,,,,{},80,,,,,6,Stool Softener,,,,80,,6,,{},,,,80,,,
,,,,6,,,,,,,,,,,1169,941,,,,,,,8281,,,,,,PERI-COLACE,,,,,,,,{},80,,,,,6,Laxative,,,,80,,6,,{},,,,80,,,
,,,,6,,,,,,,,,,,1169,941,,,,,,,8281,,,,,,PERI-COLACE,,,,,,,,{},80,,,,,6,Stimulant,,,,80,,6,,{},,,,80,,,
,,,,6,,,,,,,,,,,1169,941,,,,,,,8281,,,,,,PERI-COLACE,,,,,,,,{},80,,,,,6,Laxative,,,,80,,6,,{},,,,80,,,
,,,,6,,,,,,,,,,,1169,941,,,,,,,8281,,,,,,PERI-COLACE,,,,,,,,{},80,,,,,6,Stimulant Combination,,,,80,,6,,{},,,,80,,,
,,,,6,,,,,,,,,,,1169,941,,,,,,,8281,,,,,,PERI-COLACE,,,,,,,,{},80,,,,,6,Laxative,,,,80,,6,,{},,,,80,,,
,,,,6,,,,,,,,,,,1169,941,,,,,,,8281,,,,,,PERI-COLACE,,,,,,,,{},80,,,,,6,Stool Softener,,,,80,,6,,{},,,,80,,,
,,,,7,,,,,,,,,,,1176,949,,,,,,,7502,,,,,,LIVALO,,,Lowers high cholesterol and triglyceride levels in the blood. This medicine is a statin.,,,,,{},77,,,,,7,Antihyperlipidemic,,,,77,,7,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011757/?report=details,77,,,
,,,,1,,,,,,,,,,,1177,950,,,,,,,5542,,,,,,BEXXAR,,,Treats non-Hodgkin lymphoma.,,,,,{},76,,,,,1,Antineoplastic Agent,,,,76,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014366/?report=details,76,,,
,,,,2,,,,,,,,,,,1178,954,,,,,,,5687,,,,,,BREVIBLOC,,,Treats heart rhythm disorders. This medicine will also slow down a fast heartbeat and treat high blood pressure during or after surgery. This medicine is a beta-blocker.,,,,,{},71,,,,,2,Antiarrhythmic,,,,71,,2,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010167/?report=details,71,,,
,,,,2,,,,,,,,,,,1178,954,,,,,,,5687,,,,,,BREVIBLOC,,,Treats heart rhythm disorders. This medicine will also slow down a fast heartbeat and treat high blood pressure during or after surgery. This medicine is a beta-blocker.,,,,,{},71,,,,,2,Group II,,,,71,,2,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010167/?report=details,71,,,
,,,,2,,,,,,,,,,,1178,954,,,,,,,5687,,,,,,BREVIBLOC,,,Treats heart rhythm disorders. This medicine will also slow down a fast heartbeat and treat high blood pressure during or after surgery. This medicine is a beta-blocker.,,,,,{},71,,,,,2,Cardiovascular Agent,,,,71,,2,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010167/?report=details,71,,,
,,,,,,,,,,,,,,,1182,,,,,,,,8388,,,,,,PRED FORTE,67,,,,,,1,{},,,,,,1,Ophthalmologic Agent,,,,67,,1,,{},,,,67,,20,
,,,,5,,,,,,,,,,,1183,960,,,,,,,9167,,,,,,SULFAMYLON,,,Prevents and treats skin infections in people with severe burns.,,,,,{},66,,,,,5,Antibacterial,,,,66,,5,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011016/?report=details,66,,,
,,,,4,,,,,,,,,,,1184,961,,,,,,,5999,,,,,,COMTAN,,,Treats Parkinson disease.,,,,,{},66,,,,,4,Antiparkinsonian,,,,66,,4,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010110/?report=details,66,,,
,,,,5,,,,,,,,,,,1191,967,,,,,,,5169,,,,,,ADIPEX,,,Helps you lose weight when used for a short time.,,,,,{},61,,,,,5,Appetite Suppressant,,,,61,,5,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011706/?report=details,61,,,
,,,,5,,,,,,,,,,,1191,967,,,,,,,5169,,,,,,ADIPEX,,,Helps you lose weight when used for a short time.,,,,,{},61,,,,,5,Centrally Acting,,,,61,,5,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011706/?report=details,61,,,
,,,,1,,,,,,,,,,,1193,970,,,,,,,6270,,,,,,DIOVAN HCT,,,Treats high blood pressure. This medicine contains an angiotensin receptor blocker (ARB) and diuretic (water pill).,,,,,{},57,,,,,1,Angiotensin II Receptor Antagonist/Thiazide Combination,,,,57,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012601/?report=details,57,,,
,,,,78,,,,,,,,,,,973,672,,,,,,,6963,,,,,,HECTOROL,,,,,,,,{},1842,,,,,78,Calcium Regulator,,,,1842,,78,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010033/?report=details,1842,,,
,,,,78,,,,,,,,,,,973,672,,,,,,,6963,,,,,,HECTOROL,,,,,,,,{},1842,,,,,78,Endocrine-Metabolic Agent,,,,1842,,78,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010033/?report=details,1842,,,
,,,,78,,,,,,,,,,,973,672,,,,,,,6963,,,,,,HECTOROL,,,,,,,,{},1842,,,,,78,Nutriceutical,,,,1842,,78,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010033/?report=details,1842,,,
,,,,78,,,,,,,,,,,973,672,,,,,,,6963,,,,,,HECTOROL,,,,,,,,{},1842,,,,,78,Nutritive Agent,,,,1842,,78,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010033/?report=details,1842,,,
,,,,20,,,,,,,613,,,,970,851,,,,,,,7406,,,,,,LACRISERT,,,Treats eye dryness and irritation caused by reduced tear flow.,,,,,{},275,,,,,22,Lubricant,2,,,1875,,22,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010625/?report=details,1875,1600,,
,,,,20,,,,,,,613,,,,970,851,,,,,,,7406,,,,,,LACRISERT,,,Treats eye dryness and irritation caused by reduced tear flow.,,,,,{},275,,,,,22,Ocular,2,,,1875,,22,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010625/?report=details,1875,1600,,
,,,,,,,,,,,,,,,971,,,1872,,,,,8688,,,,,1,RETISERT,,,,,,550,,{},,,,,,1,Corticosteroid,,,,1872,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010333/?report=details,1872,,,
,,,,,,,,,,,,,,,971,,,1872,,,,,8688,,,,,1,RETISERT,,,,,,550,,{},,,,,,1,Intermediate,,,,1872,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010333/?report=details,1872,,,
,,,,,,,,,,,,,,,971,,,1872,,,,,8688,,,,,1,RETISERT,,,,,,550,,{},,,,,,1,Fluocinolone,,,,1872,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010333/?report=details,1872,,,
,,,,,,,,,,,,,,,971,,,1872,,,,,8688,,,,,1,RETISERT,,,,,,550,,{},,,,,,1,Otic Agent,,,,1872,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010333/?report=details,1872,,,
,,,,144,,,,,,,,,,,975,674,,,,,,,8393,,,,,,PREGNYL,,,"Treats a condition in which the testicles do not develop properly in boys, and treats low hormone levels in men. Also used to make a woman's ovary release an egg (ovulate).",,,,,{},1793,,,,,144,Diagnostic Agent,,,,1793,,144,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009601/?report=details,1793,,,
,,,,144,,,,,,,,,,,975,674,,,,,,,8393,,,,,,PREGNYL,,,"Treats a condition in which the testicles do not develop properly in boys, and treats low hormone levels in men. Also used to make a woman's ovary release an egg (ovulate).",,,,,{},1793,,,,,144,Endocrine-Metabolic Agent,,,,1793,,144,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009601/?report=details,1793,,,
,,,,143,,,,,,,,,,,977,678,,,,,,,9322,,,,,,TEV TROPIN,,,Treats conditions in which a person's body does not grow properly or does not produce enough natural growth hormone.,,,,,{},1746,,,,,143,Endocrine-Metabolic Agent,,,,1746,,143,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012188/?report=details,1746,,,
1,,,,85,,84,,,,,,,,,978,724,,,,,,,9624,,,,,,VAQTA,,,Prevents infection caused by hepatitis A virus.,,,,,{},1040,,,,,86,Vaccine,,,,1740,700,86,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010551/?report=details,1740,,,
,,,,126,,,,,,,,,,,979,680,,,,,,,8600,,,,,,RECOMBIVAX HIB,,,Prevents infection caused by hepatitis B virus.,,,,,{},1740,,,,,126,Vaccine,,,,1740,,126,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010555/?report=details,1740,,,
,,,,150,,,87,,,,,,,,957,664,,,,,,,6442,,,,,,EMSAM,,,Treats depression. This medicine is a monoamine oxidase (MAO) inhibitor.,446,,,,{},2089,1,,,,151,Antidepressant,,,,2176,,151,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012097/?report=details,2176,,,
,,,,,,,,39,,,,,,,965,,,,,,,,8599,,,,,,RECOMBINATE,,,Prevents and controls bleeding in patients with hemophilia A.,,,,,{},,,,,,39,Antihemophilic Agent,,154,,1950,,39,1950,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009047/?report=details,1950,,,
,,,,,,,,39,,,,,,,965,,,,,,,,8599,,,,,,RECOMBINATE,,,Prevents and controls bleeding in patients with hemophilia A.,,,,,{},,,,,,39,Hemostatic,,154,,1950,,39,1950,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009047/?report=details,1950,,,
,,,,68,,,,,,,,,,,950,650,,,,,,,6797,,,,,,GAMMAKED,,,Treats problems with your immune system. Helps prevent infections or makes the infection less severe. Treats disorders that involve the muscle and nervous systems. Also used to improve muscle strength and disability in certain patients.,,,,,{},2273,,,,,68,Immune Serum,,,,2273,,68,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010684/?report=details,2273,,,
,,,,68,,,,,,,,,,,950,650,,,,,,,7388,,,,,,KOATE-DVI,,,Prevents and controls bleeding in patients with hemophilia A.,,,,,{},2273,,,,,68,Antihemophilic Agent,,,,2273,,68,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009047/?report=details,2273,,,
,,,,68,,,,,,,,,,,950,650,,,,,,,7388,,,,,,KOATE-DVI,,,Prevents and controls bleeding in patients with hemophilia A.,,,,,{},2273,,,,,68,Hemostatic,,,,2273,,68,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009047/?report=details,2273,,,
,,,,68,,,,,,,,,,,950,650,,,,,,,7362,,,,,,KEDBUMIN,,,,,,,,{},2273,,,,,68,Volume Expander,,,,2273,,68,,{},,,,2273,,,
,,,,171,,,,,,,,,,,954,655,,,,,,,5952,,,,,,CLOZAPINE,,,Treats schizophrenia. Also lowers the risk of suicidal behavior in patients who have schizophrenia or schizoaffective disorder.,,,,,{},2216,,,,,171,Antipsychotic,,,,2216,,171,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009695/?report=details,2216,,,
,,,,,,,2182,,,,,,,,955,,,,,,,,5704,,,,,,BUPIVACAINE,,,Relieves pain after surgery. This medicine is a local anesthetic.,395,,,,{},,7,,,,7,Anesthetic,,,,2182,,7,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009349/?report=details,2182,,,
,,,,,,,2182,,,,,,,,955,,,,,,,,5704,,,,,,BUPIVACAINE,,,Relieves pain after surgery. This medicine is a local anesthetic.,395,,,,{},,7,,,,7,Local,,,,2182,,7,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009349/?report=details,2182,,,
,,,,189,,,,,,,,,,,934,629,,,,,,,5258,,,,,,ALUVEA,,,,,,,,{},2787,,,,,189,Emollient,,,,2787,,189,,{},,,,2787,,,
,,,,189,,,,,,,,,,,934,629,,,,,,,5258,,,,,,ALUVEA,,,,,,,,{},2787,,,,,189,Keratolytic,,,,2787,,189,,{},,,,2787,,,
,,,,16,,,,3,9,,,,120,,939,895,,,,,,2375,8728,,,,,,ROTARIX,,,Prevents infants and children from getting a rotavirus stomach infection.,,,,,{},139,,,,,28,Vaccine,,308,,2625,,28,111,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012049/?report=details,2625,,,
,,,,15,,,,2,,,,,,,940,766,,1809,,,,,7780,,,,,6,MYALEPT,,,Treats problems caused by leptin deficiency.,,,553,,{},763,,,,,23,Endocrine-Metabolic Agent,,371,,2610,,23,38,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0022108/?report=details,2610,,,
,,,,,,,,,,,581,,,,941,,,,,,,,9921,,,,,,ZOVIRAX,,,,,,,,{},,,,,,2,Antiviral,2,,,2500,,2,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0008817/?report=details,2500,2500,,
