nonaccredited_cnt,investment_cnt,accredited_sum,meal_cnt,research_rank,nonaccredited_rank,speaking_sum,education_cnt,honoraria_cnt,grant_rank,consulting_rank,grant_sum,honoraria_rank,investment_rank,general_rank,meal_rank,royalty_rank,travel_sum,grant_cnt,royalty_cnt,investment_sum,honoraria_sum,id,facility_sum,entertainment_rank,entertainment_sum,gift_cnt,travel_cnt,charitable_sum,accredited_cnt,speaking_rank,research_sum,travel_rank,charitable_cnt,drugs,meal_sum,accredited_rank,cleanname,gift_sum,speaking_cnt,royalty_sum,general_cnt,consulting_cnt,education_rank,research_cnt,education_sum,nonaccredited_sum,facility_cnt,gift_rank,devices,entertainment_cnt,general_sum,consulting_sum,charitable_rank,facility_rank
,,,,,,,,,,,,,,873,,,,,,,,1871,,,,,,2200,,,,,1,{},,,"Siesta Medical, Inc.",,,,1,,,,,,,,{},,2200,,72,
,,3250,,,,,,,,,,,,838,,,,,,,,1872,,,,,,,8,,,,,{},,38,Sign Fracture Care International,,,,8,,,,,,,,{},,3250,,,
,,,35,,,,,,,558,,,,846,584,,,,,,,1873,,,,,,,,,,,,{},916,,Skeletal Kinetics LLC,,,,36,1,,,,,,,{},,2916,2000,,
14,,,193,280,13,,3,,51,197,102999,,,216,280,110,39811,5,14,,,1874,9276,,,,67,,,,56267,192,,{},16062,,Small Bone Innovations Inc.,,,42494,307,23,136,14,8635,60490,2,,{},,324769,87495,,81
,,,,,,,,,,,,,,698,,,,,,,,1875,,,,532,,,,,,,,{},,,Smarthealth Inc.,13300,,,532,,,,,,,65,{},,13300,,,
,,,16426,115,,2963516,442,,41,72,173439,,,31,35,8,1218869,11,272,,,1876,57861,45,294,5,3360,,,21,697769,19,,{},686700,,"Smith & Nephew, Inc.",145977,727,7853772,21149,141,5,131,897655,,35,19,{},2,6579118,434803,,22
,,,18,,,,,,,346,,,,607,571,,,,,,,1877,,,,,,,,,,,,{},1051,,"Smiths Medical Asd, Inc.",,,,34,16,,,,,,,{},,26796,25744,,
,,,,,,,,144,,444,,153,,684,,161,,,1,,2430,1878,,,,,,,,,,,,{},,,"Sobi, Inc.",,,7458,146,2,,,,,,,{},,14683,12252,,
,,,101,,,250,,21,,412,,73,,461,320,89,18562,,24,,24000,1879,,,,,29,,,391,,272,,{},10088,,"Solana Surgical, LLC",,1,68216,166,14,,,,,,,{},,69176,16275,,
,,,6,,,,,,,599,,,,954,662,,,,,,,1880,,,,,,,,,,,,{},398,,"Somersault Orthopedics, Inc.",,,,7,1,,,,,,,{},,398,0,,
,,,174,274,,591373,,,,229,,,,141,289,,21868,,,,,1881,,,,,44,,,57,62190,254,,{},14359,,"Sonacare Medical, LLC",,86,,313,9,,16,,,,,{},,693094,65492,,
,,,1155,119,,46900,330,,143,181,6000,,,232,166,,45035,2,,,,1882,,,,,209,,,182,653458,183,,{},59112,,"Sorin Group USA, Inc.",,20,,1763,47,94,128,20866,,,,{},,276514,98600,,
,6,,,,,,,,,,,,45,656,,,,,,18939,,1883,,,,,,,,,,,,{},,,Southeast Cyrotherapy LP,,,,6,,,,,,,,{},,18939,,,
,1,,,,,,,,,,,,8,278,,,,,,200000,,1884,,,,,,,,,,,,{},,,"Southern Surgical Solutions, LLC",,,,1,,,,,,,,{},,200000,,,
,1,,,,,,,,,,,,6,246,,,,,,250000,,1885,,,,,,,,,,,,{},,,Southern Surgical Supply LLC,,,,1,,,,,,,,{},,250000,,,
,,,4,,,,18,,187,,607,,,784,767,,1840,1,,,,1886,,,,,5,,,,,499,,{},80,,Southtech Orthopedics,,,,28,,169,,4276,,,,{},,6804,,,
,,,,,,,,,,,,,,1003,,,,,,,,1887,,,,,,,,,,,,{},,,"Specialty Spine Products, LLC",,,,0,,,,,,,,{},,0,,,
,,,,,,2603,,,,,,,,858,,65,,,14,,,1888,,,,,,,,333,,,,{},,,Specialty Surgical Instrumentation,,2,213029,2,,,,,,,,{},,2603,,,
,,,1418,126,,26693,,,,117,,,,231,232,,11546,,,,,1889,,,,,14,,,219,594544,333,,{},27045,,Spectrum Pharmaceuticals Inc.,,2,,1515,81,,45,,,,,{},,277355,212070,,
,,,,,,,,,,,,,,448,,,,,,,,1890,,,,29,,,,,,,,{},,,Spectrum Surgical Instruments Corp.,73994,,,29,,,,,,,33,{},,73994,,,
,,,20,,,,,,,,,,,866,477,,,,,,,1891,,,,,,,,,,,,{},2422,,"Spinal Elements, Inc.",,,,20,,,,,,,,{},,2422,,,
,,,103,,,15000,,,,357,,,,481,340,,13094,,,,,1892,,,,1,13,,,244,,322,,{},8481,,Spinal Modulation Inc.,20,4,,127,6,,,,,,192,{},,60597,24002,,
,,,421,,,9000,,,,77,,,,174,219,,38678,,,,,1893,,,,,111,,,269,,195,,{},30804,,"Spine Wave, Inc.",,3,,634,99,,,,,,,{},,483071,404587,,
,,,,,,,,,,143,,,,282,,78,36535,,1,,,1894,,,,,26,,,,,202,,{},,,Spineart USA Inc.,,,100000,58,32,,,,,,,{},,193735,157200,,
,,,,304,,,,,,,,,,1003,,,,,,,,1895,,,,,,,,,35000,,,{},,,"Spinefrontier, Inc.",,,,0,,,1,,,,,{},,0,,,
,,,44,,,,,,,288,,,,500,479,,11037,,,,,1896,,,,,14,,,,,338,,{},2387,,"Spineguard, Inc.",,,,72,14,,,,,,,{},,54999,41575,,
,,,522,234,,,,,,,,,,645,258,167,,,4,,,1897,,,,,,,,,123929,,,{},20287,,Spineology Inc.,,,5725,522,,,51,,,,,{},,20287,,,
,,,4,,,5000,,,,410,,,,633,642,,,,,,,1898,,,,,,,,295,,,,{},521,,"Spineselect, LLC",,1,,7,2,,,,,,,{},,22584,17062,,
,,,179,,,,,,,329,,,,510,339,,9326,,,,,1899,,,,,7,,,,,350,,{},8526,,Spiracur Inc.,,,,203,17,,,,,,,{},,48903,31050,,
1,,,108,204,50,,,,,279,,,,386,410,,44943,,,,,1900,,,,,88,,,,167472,184,,{},4538,,"Spiration, Inc.",,,,221,24,,46,,3200,,,{},,98104,45421,,
,,,54,,,,2,,,,,,,853,513,,506,,,,,1901,,,,,1,,,,,578,,{},1749,,"Sportstek Medical, Inc.",,,,57,,262,,474,,,,{},,2730,,,
,,,,,,,,,,,,,,1003,,177,,,1,,,1902,,,,,,,,,,,,{},,,Spring Bioscience Corporation,,,3743,0,,,,,,,,{},,0,,,
,,,6,,,,,,,,,,,981,744,,,,,,,1903,,,,,,,,,,,,{},134,,Sps Medical Supply Corp.,,,,6,,,,,,,,{},,134,,,
,,,6,,,,,,,,,,,965,685,,,,,,,1904,,,,,,,,,,,,{},300,,"Srs Medical Systems, Inc.",,,,6,,,,,,,,{},,300,,,
,,,92,,,2500,,2,,223,,172,,441,442,191,,,3,,1000,1905,,,,,,,,335,,,,{},3238,,"Ss White Burs, Inc.",,5,626,124,25,,,,,,,{},,76070,69331,,
,,,24803,66,,3002847,331,,40,71,174925,,,30,18,117,1351284,20,3,,,1906,55943,,,29,4221,2500,,20,2158581,17,1,{},1461681,,"St. Jude Medical, Inc.",86146,4192,34440,33932,307,91,744,23202,,28,30,{},,6599022,440492,67,23
,,,54,,,,1,,134,419,10000,,,586,459,,,1,,,,1907,,,,,,,,,,,,{},2851,,Staar Surgical Company,,,,67,11,204,,2000,,,,{},,30349,15497,,
,,,,,,,,,,552,,,,868,,,,,,,,1908,,,,,,,,,,,,{},,,"Standard Diagnostics, Inc.",,,,1,1,,,,,,,{},,2370,2370,,
,,,,331,,,,,,316,,,,523,,,5013,,,,,1909,,7,5889,,21,,,,23895,414,,{},,,Stereotaxis Inc.,,,,166,13,,1,,,,,{},132,45300,34397,,
,,,5,,,,,,,,,,,805,692,,4641,,,,,1910,,,,,12,,,,,422,,{},278,,"Sterilmed, Inc.",,,,17,,,,,,,,{},,4919,,,
,,,23,,,206969,,1,,360,,181,,239,537,,15337,,,,500,1911,,,,,32,17500,,107,,301,2,{},1498,,Steris Corporation,,4,,67,5,,,,,,,{},,265137,23332,29,
,,495730,,,,,1,,93,,30093,,,164,,,2950,18,,,,1912,,,,,9,,55,,,461,,{},,2,Strategic Dentistry LLC,,,,83,,168,,4293,,,,{},,533068,,,
,,,,,,,,,,401,,,,660,,,,,,,,1913,,,,,,,,,,,,{},,,"Streck, Inc.",,,,55,55,,,,,,,{},,18336,18336,,
,,,26215,68,,2859,241,4,23,6,325976,135,,18,20,9,2043917,80,128,,3500,1914,129216,,,84,6259,25100,,330,2058743,2,6,{},1408832,,Stryker Corporation,151755,6,7239725,34301,1353,51,277,55297,,53,17,{},,10346380,6199923,20,9
,,,,,,,,2,,,,115,,780,,,1158,,,,6000,1915,,,,,2,,,,,539,,{},,,Sucampo AG,,,,4,,,,,,,,{},,7158,,,
,,,1174,100,,76250,,,,293,,,,287,177,,20740,,,,,1916,,,,,63,,,158,952286,259,,{},49964,,"Sucampo Pharma Americas, LLC",,44,,1294,13,,83,,,,,{},,186788,39833,,
,,,,381,,,,,,,,,,1003,,,,,,,,1917,,,,,,,,,7500,,,{},,,"Sugriquest, Inc.",,,,0,,,2,,,,,{},,0,,,
,,,,,,2800,,,,,,,,848,,152,,,4,,,1918,,,,,,,,332,,,,{},,,Summit Medical,,2,10692,2,,,,,,,,{},,2800,,,
,,350,20,,,,,,,,,,,933,666,,,,,,,1919,,,,,,,1,,,,,{},370,52,"Summit Pharmaceuticals Dba Enemeez, Inc.",,,,21,,,,,,,,{},,720,,,
,,,58385,21,,4294199,838,,,40,,,,28,21,,834946,,,,,1920,,,,,4483,,,16,16811901,31,,{},1396230,,Sunovion Pharmaceuticals Inc.,,2084,,66173,383,122,6681,12427,,,,{},,7457423,919618,,
,,,19,,,,,,,474,,,,749,641,,,,,,,1921,,,,,,,,,,,,{},528,,"Sunquest Information Systems, Inc.",,,,25,6,,,,,,,{},,9123,8594,,
,,,76,,,5000,,,75,512,50000,,,478,574,,796,1,,,,1922,,,,,2,,,295,,570,,{},1018,,"Sunstar Americas, Inc.",,1,,82,2,,,,,,,{},,61815,5000,,
,,,5440,,,511564,,,,598,,,,136,126,,98026,,,,,1923,,,,,324,,,68,,111,,{},101555,,"Supernus Pharmaceuticals, Inc.",,393,,6158,1,,,,,,,{},,711171,25,,
,,,52,,,,33,,,,,,,600,474,,12674,,,,,1924,,,,,38,,,,,327,,{},2440,,"Supreme Orthopedic Systems, LLC",,,,123,,119,,13250,,,,{},,28364,,,
1,,,6,,62,4296,,,,,,,,796,701,,,,,,,1925,,,,,,,,302,,,,{},247,,"Surgi Care, Inc.",,3,,10,,,,,1050,,,{},,5593,,,
,,,15,282,,29700,2,,,330,,,,432,570,178,16882,,3,,,1926,,,,,41,,,215,55407,291,,{},1088,,Synapse Biomedical Inc.,,4,3330,66,4,214,6,1500,,,,{},,79470,30300,,
,,,126,,,83000,,2,143,,6000,184,,349,291,182,22217,2,1,,250,1927,,,,,98,,,155,,251,,{},14189,,"Syncardia Systems, Inc.",,11,2100,239,,,,,,,,{},,125657,,,
,,,90,,,500,,12,184,164,1000,80,,262,299,103,,1,8,,21372,1928,,54,150,23,,,,382,,,,{},13392,,"Synergetics USA, Inc.",59022,1,51388,146,18,,,,,,36,{},1,220434,124998,,
,,,596,,,,,,,564,,,,536,193,,,,,,,1929,,,,,,,,,,,,{},40393,,"Synergeyes, Inc.",,,,597,1,,,,,,,{},,41893,1500,,
,,,10,339,,3500,,8,,396,,109,,540,617,,4982,,,,8000,1930,2250,,,3,14,500,,316,20000,415,1,{},660,,Sysmex America Inc.,2200,3,,44,3,,2,,,2,110,{},,40843,18750,81,130
,,,486,,,,,,,,,,,769,350,,,,,,,1931,,,,,,,,,,,,{},7972,,Systagenix Wound Management Inc.,,,,486,,,,,,,,{},,7972,,,
,,,235,,,,10,,,252,,,,452,386,,3089,,,,,1932,,34,727,1,5,,,,,459,,{},5574,,Tactile Systems Technology Inc.,10,,,301,12,140,,8304,,,198,{},38,73330,55625,,
,,,11,92,,,,,,390,,,,430,611,,60302,,,,,1933,,,,,20,,,,1118956,145,,{},703,,"Takeda Pharmaceutical Company, Limited",,,,39,8,,3,,,,,{},,80391,19384,,
,,,57854,13,,51127,1429,,,4,,,,20,16,,975390,,,,,1934,,,,,3686,,,177,28030960,25,,{},1623235,,"Takeda Pharmaceuticals U.S.A., Inc.",,418,,76493,13106,73,11104,32044,,,,{},,9676740,6994942,,
,1,,1379,,,53414,,,,558,,,9,236,206,,9475,,,167992,,1935,,,,1,18,,,174,,349,,{},35155,,"Tandem Diabetes Care, Inc.",2,167,,1567,1,,,,,,201,{},,268039,2000,,
,,,2332,56,,169363,,,,,,,,234,146,,24121,,,,,1936,,,,,45,,,116,2857101,243,,{},78796,,"Taro Pharmaceuticals USA, Inc.",,166,,2543,,,154,,,,,{},,272281,,,
,,,36,,,,11,,,,,,,726,430,,1580,,,,,1937,,,,,5,,,,,517,,{},3663,,Team 1 Orthopaedics Inc.,,,,52,,157,,5683,,,,{},,10927,,,
,,,210,,,,,,,,,,,770,351,,,,,,,1938,,,,,,,,,,,,{},7930,,Team Makena LLC,,,,210,,,,,,,,{},,7930,,,
12,1,1000,389,,40,2000,,,,269,,,61,427,261,,,,,500,,1939,,,,,,,2,340,,,,{},20011,50,Tearlab Corp.,,6,,456,46,,,,8000,,,{},,80993,49482,,
,,,80,372,,2900,,,,207,,,,286,123,94,1081,,2,,,1940,,,,,2,,,329,9433,544,,{},105537,,Teleflex Medical Inc.orporated,,8,64314,112,22,,2,,,,,{},,190253,80733,,
,,,363,,,,,17,,373,,84,,447,285,,22521,,,,15200,1941,,,,,66,,,,,250,,{},15273,,Tenex Health Inc.,,,,447,1,,,,,,,{},,74159,21164,,
,,,9,,,,,,,535,,,,835,723,,,,,,,1942,,,,,,,,,,,,{},177,,Teratech Corporation,,,,11,2,,,,,,,{},,3364,3187,,
1,,,90,,67,831,22,1,,210,,156,,382,391,,14166,,,,2100,1943,,,,,65,,,369,,310,,{},5209,,"Terumo Bct, Inc.",,8,,201,14,225,,1127,500,,,{},,103305,79370,,
,,6880,273,292,,,3,3,,389,,119,,455,249,,,,,,5198,1944,,,,,,,2,,49559,,,{},21459,26,Terumo Cardiovascular Systems Corporation,,,,290,9,99,8,19841,,,,{},,72785,19405,,
,,,1008,227,,,72,30,,283,,34,,253,163,,23437,,,,100762,1945,4500,66,44,2,55,,,,132606,245,,{},60783,,Terumo Medical Corporation,204,,,1255,85,153,92,5835,,1,161,{},2,239636,44067,,108
,,,51673,18,,900,2965,3732,,42,,1,,15,28,,1072910,,,,8311380,1946,,,,,4688,,,366,19862746,23,,{},1167169,,"Teva Pharmaceuticals USA, Inc.",,1,,63073,14,25,2796,184117,,,,{},,11595552,859073,,
,,,45,416,,,,,,,,,,935,620,,,,,,,1947,,62,69,,,,,,665,,,{},641,,The Binding Site Inc.,,,,46,,,1,,,,,{},1,711,,,
,,,112,,,,,,,344,,,,527,358,,9080,,,,,1948,,,,,10,,,,,351,,{},7510,,"The Cameron Ehlen Group, Inc.",,,,124,2,,,,,,,{},,43591,27000,,
,,,,118,,41012,1764,,,63,,,,111,,,223,,,,,1949,,,,,2,,,192,660563,604,,{},,,The Medicines Company,,1419,,3753,568,9,9,541293,,,,{},,1078887,496357,,
,,,2,,,,,,,,,,,928,796,,464,,,,,1950,,,,4,1,,,,,581,,{},20,,"The Newton Group, Inc.",273,,,7,,,,,,,151,{},,758,,,
,,,,,,,,,,,,,,1003,,,,,,,,1951,,,,,,,,,,,,{},,,The North Carolina Mutual Wholesale Drug Company Inc.,,,,0,,,,,,,,{},,0,,,
,,,1831,,,,970,,,91,,,,133,139,57,,,1,,,1952,,,,127,,,,,,,,{},82904,,The Spectranetics Corporation,3645,,286268,3163,235,12,,347809,,,96,{},,747386,313026,,
,,,161,,,1200,,,,,,,,609,315,,1659,,,,,1953,,,,138,3,,,362,,509,,{},10351,,The Walman Optical Company,13334,1,,303,,,,,,,64,{},,26544,,,
,,,41,,,,,,,,,,,859,470,,,,,,,1954,,,,,,,,,,,,{},2595,,"Theken Spine, LLC",,,,41,,,,,,,,{},,2595,,,
,,,5,,,410,,,,265,,,,503,707,158,3031,,2,,,1955,,,,,3,,,387,,460,,{},218,,Theragenics Corporation,,1,9045,11,2,,,,,,,{},,53660,50000,,
1,,,57,273,62,10145,8,,120,,14700,,,419,422,,45305,5,,,,1956,,,,2,30,,,262,62687,181,,{},3980,,"Therakos, Inc.",8384,4,,107,,236,1,901,1050,,78,{},,84467,,,
,,,239,,,2000,,2,,255,,131,,436,332,,8171,,,,4000,1957,,,,,20,,,340,,369,,{},9056,,Theravance Inc.,,1,,288,26,,,,,,,{},,78151,54923,,
,,,1,,,,,,,,,,,344,798,,,,,,,1958,,,,309,,,,,,,,{},6,,Thermo Fisher Scientific Asheville LLC,127629,,,310,,,,,,,23,{},,127635,,,
,,,4806,193,,210635,192,,76,133,48400,,,110,62,,337465,16,,,,1959,19100,,,,1151,,,104,199825,53,,{},265814,,Thoratec Corporation,,55,,6268,31,66,57,39148,,17,,{},,1092728,172163,,56
,,,3,,,,,,,501,,,,556,724,,31906,,,,,1960,,,,,5,,,,,217,,{},176,,Thoratec Europe Limited,,,,10,2,,,,,,,{},,38083,6000,,
1,,,776,300,53,,824,18,,130,,86,,213,196,,94,,,,14500,1961,,31,896,,2,,,,40244,611,,{},39573,,"Thrombogenics, Inc.",,,,1674,23,33,5,104382,3000,,,{},30,345865,183419,,
,,,,48,,,,,,588,,,,947,,,,,,,,1962,,,,,,,,,3651691,,,{},,,"Tolmar, Inc.",,,,1,1,,428,,,,,{},,451,451,,
,,,55,253,,9000,,1,,313,,181,,508,412,144,353,,1,,500,1963,,,,,2,,,269,93971,593,,{},4435,,"Topcon Medical Systems, Inc.",,4,16356,65,3,,3,,,,,{},,49289,35000,,
,,,15,,,256113,,,,,,,,243,539,,967,,,,,1964,,,,,2,,,93,,554,,{},1488,,"Topera, Inc.",,7,,24,,,,,,,,{},,258569,,,
,,,254,368,,3400,,,,147,,,,266,241,,40824,,,,,1965,1500,,,,56,,,318,10445,191,,{},24604,,"Torax Medical, Inc.",,2,,336,23,,7,,,1,,{},,214636,144306,,139
,,,1,,,,,1,,,,148,,857,748,,,,,,2500,1966,,,,,,,,,,,,{},131,,Toray International America Inc.,,,,2,,,,,,,,{},,2631,,,
,,6635,81,189,,43479,1,2,,,,120,,363,208,,24769,,,,5000,1967,,,,,74,,2,188,208030,242,,{},34660,28,"Toshiba America Medical Systems, Inc.",,16,,176,,248,3,635,,,,{},,115179,,,
,,,,247,,,,,,,,,,1003,,,,,,,,1968,,,,,,,,,100976,,,{},,,Toshiba Medical Research Institute USA Inc.,,,,0,,,3,,,,,{},,0,,,
,,,2,332,,3000,,,,,,,,836,677,,,,,,,1969,,,,,,,,323,23171,,,{},331,,Toshiba Medical Systems Corporation,,1,,3,,,1,,,,,{},,3331,,,
,,,5,,,,,1,,,,163,,416,750,,,,,,1606,1970,,,,261,,,,,,,,{},128,,"Tosoh Bioscience, Inc.",84165,,,267,,,,,,,31,{},,85900,,,
,,,59,,,,,,,168,,,,323,432,,39615,,,,,1971,,,,,54,,,,,193,,{},3571,,"Transenterix, Inc.",,,,124,11,,,,,,,{},,159187,116000,,
,,,,,,,,154,,,,125,,738,,149,5453,,1,,4563,1972,,,,,1,,,,,408,,{},,,Transonic Systems Inc.,,,11759,155,,,,,,,,{},,10016,,,
,,,,367,,,,,,,,,,1003,,,,,,,,1973,,,,,,,,,10468,,,{},,,Traslational Cancer Drugs Pharma S.L.,,,,0,,,1,,,,,{},,0,,,
,,,68,,,,1,,,,,,,761,444,159,4149,,4,,,1974,,38,497,12,5,,,,,427,,{},3208,,Trilliant Surgical Ltd.,348,,8194,93,,269,,347,,,147,{},7,8550,,,
,,,232,,,4000,,,,358,,,,518,313,,,,,,,1975,7500,,,,,,,305,,,,{},11008,,Trireme Medical LLC,,3,,238,1,,,,,2,,{},,46508,24000,,94
,119,,,,,,,,,,,,19,402,,,,,,92160,,1976,,,,,,,,,,,,{},,,Tri State Cryosurgical Partnerships LP,,,,119,,,,,,,,{},,92160,,,
,1,,1717,,,,4,,,248,,,52,263,149,,61571,,,7679,,1977,,,,26,150,,,,,143,,{},77331,,"Trivascular, Inc.",806,,,1917,19,110,,14750,,,133,{},,219444,57306,,
2,,445743,4018,333,65,,,,,84,,,,101,118,22,125677,,61,,,1978,,,,275,360,175,102,,23014,96,1,{},112051,3,Tulsa Dental Products LLC,158104,,1953521,4782,24,,2,,800,,16,{},,1177219,334666,97,
,,,9,,,,,,,,,,,941,633,,,,,,,1979,,,,,,,,,,,,{},552,,"Turn Key Medical, Inc.",,,,9,,,,,,,,{},,552,,,
,,,290,392,,560885,,,,548,,,,155,380,,,,,,,1980,,,,,,,,65,6166,,,{},6122,,"Tyrx, Inc.",,6,,298,2,,11,,,,,{},,569482,2475,,
,,,88,,,5500,,,,368,,,,462,443,,23354,,,,,1981,,,,5,22,,,292,,246,,{},3238,,"U.S.S.C. Puerto Rico, Inc.",14038,2,,125,8,,,,,,61,{},,67740,21609,,
,,,,30,,,,,,341,,,,598,,,,,,,,1982,,,,,,,,,8115677,,,{},,,Ucb Biosciences Inc.,,,,31,31,,1246,,,,,{},,28591,28591,,
,,,,,,,,,,403,,,,662,,,,,,,,1983,,,,,,,,,,,,{},,,Ucb GmbH,,,,19,19,,,,,,,{},,18162,18162,,
,,,58,,,,,,,224,,,,423,394,,8364,,,,,1984,,,,,44,,,,,364,,{},5147,,Ucb Sa,,,,128,26,,,,,,,{},,82169,68657,,
,,,21495,99,,271170,181,,,122,,,,124,52,,17504,,,,,1985,,,,,53,,,90,972141,285,,{},412955,,"Ucb, Inc.",,537,,23495,1229,158,66,5264,,,,{},,911114,204218,,
,,,122,,,,,,,,,,,806,400,,,,,,,1986,,,,,,,,,,,,{},4907,,"Uhs Surgical Services, Inc.",,,,122,,,,,,,,{},,4907,,,
,,,296,,,,,,,61,,,,167,364,,,,,,,1987,,,,176,,,,,,,,{},7141,,Ultradent Products Inc.,10989,,,597,125,,,,,,68,{},,519540,501408,,
,,,3291,50,,399862,2493,,5,,1394512,,,68,132,,15726,9,,,,1988,,,,,72,,,78,3365134,299,,{},94501,,United Therapeutics Corporation,,144,,6009,,28,373,133553,,,,{},,2038155,,,
,,,13,,,,,,,,,,,963,680,,,,,,,1989,,,,,,,,,,,,{},323,,"Universal Hospital Services, Inc.",,,,13,,,,,,,,{},,323,,,
,12,,20,,,,,,,,,,14,343,684,,,,,127500,,1990,,,,,,,,,,,,{},301,,Universal Instrumentation LLC,,,,32,,,,,,,,{},,127801,,,
,,,,,,,,,,240,,,,476,,,,,,,,1991,,,,,,,,,,,,{},,,"Universal Medical, Inc.",,,,5,5,,,,,,,{},,62047,62047,,
2,,,753,262,61,,,77,,114,,21,,166,211,,57578,,,,210766,1992,,,,,110,,,,87128,154,,{},33918,,Upsher Smith Laboratories Inc.,,,,967,25,,14,,1270,,,{},,520088,216555,,
,,,2072,,,60618,,,,563,,,,337,157,74,5047,,15,,,1993,,,,,14,,,170,,412,,{},66155,,"Uroplasty, Inc.",,27,119968,2115,2,,,,,,,{},,133570,1750,,
,,,267,342,,,,,,549,,,,592,314,56,7080,,4,,,1994,9750,,,,7,,,,18551,387,,{},10419,,Us Endoscopy,,,295272,281,3,,1,,,4,,{},,29699,2450,,78
688,,,27630,101,4,207649,437,,58,22,75000,,,44,34,60,383556,9,7,,,1995,,,,209,975,24000,,106,882041,49,3,{},716680,,Valeant Pharmaceuticals International,5267,379,256458,30914,584,74,62,30793,1064654,,90,{},,4017253,1509650,22,
,,,3237,277,,237248,741,,,595,,,,218,159,,,,,,,1996,,,,,,,,99,57950,,,{},63113,,"Valeritas, Inc.",,917,,4901,6,105,8,16214,,,,{},,316840,263,,
,,,122,,,,,16,,424,,75,,515,375,,1075,,,,23200,1997,,,,151,1,,,,,547,,{},6823,,Validus Pharmaceuticals LLC,863,,,292,2,,,,,,132,{},,46961,15000,,
,,,,317,,,,,,,,,,1003,,,,,,,,1998,,,,,,,,,26539,,,{},,,Valneva Austria GmbH,,,,0,,,6,,,,,{},,0,,,
,,,432,,,,,,,,,,,765,341,,,,,,,1999,,,,,,,,,,,,{},8404,,Vansen Pharma Inc.,,,,432,,,,,,,,{},,8404,,,
,,,655,132,,97500,,,138,247,9500,,,248,233,61,54479,3,1,,,2000,,,,,131,2500,,144,531732,163,1,{},26540,,"Varian Medical Systems, Inc.",,31,250000,837,16,,9,,,,,{},,248070,57550,67,
,,,5,,,,,,,536,,,,794,739,,2760,,,,,2001,,,,,2,,,,,466,,{},149,,"Vascular Dynamics, Inc.",,,,10,3,,,,,,,{},,5984,3075,,
,,,883,,,47653,4,,,,,,,399,288,142,2084,,9,,,2002,16550,,,4,9,,,181,,493,,{},14541,,"Vascular Solutions, Inc.",10039,33,18945,940,,204,,2000,,7,72,{},,92868,,,60
,,,1,399,,,,,,,,,,893,779,,1480,,,,,2003,,,,,2,,,,4500,527,,{},50,,Vasonova Inc.,,,,3,,,1,,,,,{},,1530,,,
,,,,380,,,,,,,,,,1003,,,,,,,,2004,,,,,,,,,7700,,,{},,,"Vector Surgical, LLC",,,,0,,,2,,,,,{},,0,,,
,,,45,76,,52045,,,,174,,,,273,488,93,14093,,8,,,2005,,,,,28,30000,,175,1815378,311,2,{},2212,,"Ventana Medical Systems, Inc.",,6,65732,153,72,,181,,,,,{},,206644,108293,17,
,,,102,,,,,,,465,,,,529,363,,25984,,,,,2006,,,,,39,,,,,237,,{},7160,,"Veran Medical Technologies, Inc.",,,,145,4,,,,,,,{},,42995,9850,,
,,,64,340,,,,,,522,,,,741,493,,3436,,,,,2007,,,,,4,,,,19744,450,,{},2091,,Verathon Inc.,,,,71,3,,4,,,,,{},,9815,4287,,
,,,277,,,,,12,,464,,66,,498,297,,2085,,,,29243,2008,,,,,2,,,,,492,,{},13820,,"Vermillion, Inc.",,,,295,4,,,,,,,{},,55149,9999,,
,7,,23,,,,,,,286,,,40,435,561,,6462,,,28125,,2009,,,,1,10,,,,,396,,{},1200,,"Vertebral Technologies, Inc.",88,,,63,22,,,,,,180,{},,78963,43086,,
320,,,3667,19,5,63825,8,,,37,,,,75,115,,97489,,,,,2010,42048,,,,310,,,167,19453412,112,,{},113792,,Vertex Pharmaceuticals Inc.orporated,,22,,4565,208,280,722,181,406500,30,,{},,1722554,998718,,34
,,,41,,,,,,,405,,,,593,530,,10097,,,,,2011,,,,,30,,,,,345,,{},1561,,"Vertiflex, Inc.",,,,75,4,,,,,,,{},,29645,17987,,
,,,,,,,,,,,,,,1003,,,,,,,,2012,,,,,,,,,,,,{},,,"Vesta Intermediate Funding, Inc.",,,,0,,,,,,,,{},,0,,,
,,,9,,,,,,,,,,,914,577,,,,,,,2013,,,,,,,,,,,,{},992,,"Vg Innovations, LLC",,,,9,,,,,,,,{},,992,,,
,,,17,316,,,,,,573,,,,872,560,,,,,,,2014,,,,,,,,,27166,,,{},1204,,Vidacare Corporation,,,,18,1,,4,,,,,{},,2229,1025,,
,,,117,103,,,5,,,,,,,819,491,,,,,,,2015,2000,,,,,,,,822228,,,{},2163,,Vidara Therapeutics Inc.,,,,124,,290,3,77,,2,,{},,4241,,,133
,,,45,,,4000,,3,,189,,141,,264,438,,13272,,,,3000,2016,100000,,,,61,,,305,,321,,{},3382,,Viewray Inc.,,2,,120,5,,,,,4,,{},,217434,93780,,12
,,,3464,43,,597994,14,30,19,155,442146,109,,90,112,,146023,7,,,8000,2017,8899,,,,709,,,55,4103938,86,,{},124398,,Viiv Healthcare Company,,387,,4676,52,252,1315,557,,13,,{},,1464263,136245,,84
,,,22,,,,,1,,,,164,,845,544,,,,,,1500,2018,,,,,,,,,,,,{},1417,,Vioptix Inc.,,,,23,,,,,,,,{},,2917,,,
